file,type,line,frame
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/utils/comparator/__test__/Comparator.test.js,Conditional Test Logic,"{'line': 27, 'column': 6, 'index': 1178}","  25 |   it('should compare with custom comparator function', () => {
  167 |     expect(tree.isNodeBlack(node3)).toBe(true);
> 168 |     expect(tree.isNodeRed(node4)).toBe(true);
      |    ^ Duplicate Assert
  169 |     expect(tree.isNodeRed(node5)).toBe(true);
  170 |
  171 |     const node6 = tree.insert(13);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 173, 'column': 4, 'index': 5507}","  171 |     const node6 = tree.insert(13);
  172 |
> 173 |     expect(tree.toString()).toBe('-10,7,10,13,15,20');
      |    ^ Duplicate Assert
  174 |     expect(tree.root.height).toBe(2);
  175 |
  176 |     expect(tree.isNodeBlack(node1)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 174, 'column': 4, 'index': 5562}","  172 |
  173 |     expect(tree.toString()).toBe('-10,7,10,13,15,20');
> 174 |     expect(tree.root.height).toBe(2);
      |    ^ Duplicate Assert
  175 |
  176 |     expect(tree.isNodeBlack(node1)).toBe(true);
  177 |     expect(tree.isNodeBlack(node2)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 174, 'column': 4, 'index': 5562}","  172 |
  173 |     expect(tree.toString()).toBe('-10,7,10,13,15,20');
> 174 |     expect(tree.root.height).toBe(2);
      |    ^ Duplicate Assert
  175 |
  176 |     expect(tree.isNodeBlack(node1)).toBe(true);
  177 |     expect(tree.isNodeBlack(node2)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 176, 'column': 4, 'index': 5601}","  174 |     expect(tree.root.height).toBe(2);
  175 |
> 176 |     expect(tree.isNodeBlack(node1)).toBe(true);
      |    ^ Duplicate Assert
  177 |     expect(tree.isNodeBlack(node2)).toBe(true);
  178 |     expect(tree.isNodeBlack(node5)).toBe(true);
  179 |     expect(tree.isNodeRed(node4)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 176, 'column': 4, 'index': 5601}","  174 |     expect(tree.root.height).toBe(2);
  175 |
> 176 |     expect(tree.isNodeBlack(node1)).toBe(true);
      |    ^ Duplicate Assert
  177 |     expect(tree.isNodeBlack(node2)).toBe(true);
  178 |     expect(tree.isNodeBlack(node5)).toBe(true);
  179 |     expect(tree.isNodeRed(node4)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 177, 'column': 4, 'index': 5649}","  175 |
  176 |     expect(tree.isNodeBlack(node1)).toBe(true);
> 177 |     expect(tree.isNodeBlack(node2)).toBe(true);
      |    ^ Duplicate Assert
  178 |     expect(tree.isNodeBlack(node5)).toBe(true);
  179 |     expect(tree.isNodeRed(node4)).toBe(true);
  180 |     expect(tree.isNodeRed(node6)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 177, 'column': 4, 'index': 5649}","  175 |
  176 |     expect(tree.isNodeBlack(node1)).toBe(true);
> 177 |     expect(tree.isNodeBlack(node2)).toBe(true);
      |    ^ Duplicate Assert
  178 |     expect(tree.isNodeBlack(node5)).toBe(true);
  179 |     expect(tree.isNodeRed(node4)).toBe(true);
  180 |     expect(tree.isNodeRed(node6)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 179, 'column': 4, 'index': 5745}","  177 |     expect(tree.isNodeBlack(node2)).toBe(true);
  178 |     expect(tree.isNodeBlack(node5)).toBe(true);
> 179 |     expect(tree.isNodeRed(node4)).toBe(true);
      |    ^ Duplicate Assert
  180 |     expect(tree.isNodeRed(node6)).toBe(true);
  181 |     expect(tree.isNodeRed(node3)).toBe(true);
  182 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 179, 'column': 4, 'index': 5745}","  177 |     expect(tree.isNodeBlack(node2)).toBe(true);
  178 |     expect(tree.isNodeBlack(node5)).toBe(true);
> 179 |     expect(tree.isNodeRed(node4)).toBe(true);
      |    ^ Duplicate Assert
  180 |     expect(tree.isNodeRed(node6)).toBe(true);
  181 |     expect(tree.isNodeRed(node3)).toBe(true);
  182 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 193, 'column': 4, 'index': 6150}","  191 |     const node5 = tree.insert(15);
  192 |
> 193 |     expect(tree.toString()).toBe('-10,7,10,15,20');
      |    ^ Duplicate Assert
  194 |     expect(tree.root.height).toBe(2);
  195 |
  196 |     expect(tree.isNodeBlack(node1)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 194, 'column': 4, 'index': 6202}","  192 |
  193 |     expect(tree.toString()).toBe('-10,7,10,15,20');
> 194 |     expect(tree.root.height).toBe(2);
      |    ^ Duplicate Assert
  195 |
  196 |     expect(tree.isNodeBlack(node1)).toBe(true);
  197 |     expect(tree.isNodeBlack(node2)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 194, 'column': 4, 'index': 6202}","  192 |
  193 |     expect(tree.toString()).toBe('-10,7,10,15,20');
> 194 |     expect(tree.root.height).toBe(2);
      |    ^ Duplicate Assert
  195 |
  196 |     expect(tree.isNodeBlack(node1)).toBe(true);
  197 |     expect(tree.isNodeBlack(node2)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 196, 'column': 4, 'index': 6241}","  194 |     expect(tree.root.height).toBe(2);
  195 |
> 196 |     expect(tree.isNodeBlack(node1)).toBe(true);
      |    ^ Duplicate Assert
  197 |     expect(tree.isNodeBlack(node2)).toBe(true);
  198 |     expect(tree.isNodeBlack(node3)).toBe(true);
  199 |     expect(tree.isNodeRed(node4)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 196, 'column': 4, 'index': 6241}","  194 |     expect(tree.root.height).toBe(2);
  195 |
> 196 |     expect(tree.isNodeBlack(node1)).toBe(true);
      |    ^ Duplicate Assert
  197 |     expect(tree.isNodeBlack(node2)).toBe(true);
  198 |     expect(tree.isNodeBlack(node3)).toBe(true);
  199 |     expect(tree.isNodeRed(node4)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 197, 'column': 4, 'index': 6289}","  195 |
  196 |     expect(tree.isNodeBlack(node1)).toBe(true);
> 197 |     expect(tree.isNodeBlack(node2)).toBe(true);
      |    ^ Duplicate Assert
  198 |     expect(tree.isNodeBlack(node3)).toBe(true);
  199 |     expect(tree.isNodeRed(node4)).toBe(true);
  200 |     expect(tree.isNodeRed(node5)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 197, 'column': 4, 'index': 6289}","  195 |
  196 |     expect(tree.isNodeBlack(node1)).toBe(true);
> 197 |     expect(tree.isNodeBlack(node2)).toBe(true);
      |    ^ Duplicate Assert
  198 |     expect(tree.isNodeBlack(node3)).toBe(true);
  199 |     expect(tree.isNodeRed(node4)).toBe(true);
  200 |     expect(tree.isNodeRed(node5)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 199, 'column': 4, 'index': 6385}","  197 |     expect(tree.isNodeBlack(node2)).toBe(true);
  198 |     expect(tree.isNodeBlack(node3)).toBe(true);
> 199 |     expect(tree.isNodeRed(node4)).toBe(true);
      |    ^ Duplicate Assert
  200 |     expect(tree.isNodeRed(node5)).toBe(true);
  201 |
  202 |     const node6 = tree.insert(17);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 199, 'column': 4, 'index': 6385}","  197 |     expect(tree.isNodeBlack(node2)).toBe(true);
  198 |     expect(tree.isNodeBlack(node3)).toBe(true);
> 199 |     expect(tree.isNodeRed(node4)).toBe(true);
      |    ^ Duplicate Assert
  200 |     expect(tree.isNodeRed(node5)).toBe(true);
  201 |
  202 |     const node6 = tree.insert(17);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 200, 'column': 4, 'index': 6431}","  198 |     expect(tree.isNodeBlack(node3)).toBe(true);
  199 |     expect(tree.isNodeRed(node4)).toBe(true);
> 200 |     expect(tree.isNodeRed(node5)).toBe(true);
      |    ^ Duplicate Assert
  201 |
  202 |     const node6 = tree.insert(17);
  203 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 200, 'column': 4, 'index': 6431}","  198 |     expect(tree.isNodeBlack(node3)).toBe(true);
  199 |     expect(tree.isNodeRed(node4)).toBe(true);
> 200 |     expect(tree.isNodeRed(node5)).toBe(true);
      |    ^ Duplicate Assert
  201 |
  202 |     const node6 = tree.insert(17);
  203 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 204, 'column': 4, 'index': 6514}","  202 |     const node6 = tree.insert(17);
  203 |
> 204 |     expect(tree.toString()).toBe('-10,7,10,15,17,20');
      |    ^ Duplicate Assert
  205 |     expect(tree.root.height).toBe(2);
  206 |
  207 |     expect(tree.isNodeBlack(node1)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 205, 'column': 4, 'index': 6569}","  203 |
  204 |     expect(tree.toString()).toBe('-10,7,10,15,17,20');
> 205 |     expect(tree.root.height).toBe(2);
      |    ^ Duplicate Assert
  206 |
  207 |     expect(tree.isNodeBlack(node1)).toBe(true);
  208 |     expect(tree.isNodeBlack(node2)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 205, 'column': 4, 'index': 6569}","  203 |
  204 |     expect(tree.toString()).toBe('-10,7,10,15,17,20');
> 205 |     expect(tree.root.height).toBe(2);
      |    ^ Duplicate Assert
  206 |
  207 |     expect(tree.isNodeBlack(node1)).toBe(true);
  208 |     expect(tree.isNodeBlack(node2)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 207, 'column': 4, 'index': 6608}","  205 |     expect(tree.root.height).toBe(2);
  206 |
> 207 |     expect(tree.isNodeBlack(node1)).toBe(true);
      |    ^ Duplicate Assert
  208 |     expect(tree.isNodeBlack(node2)).toBe(true);
  209 |     expect(tree.isNodeBlack(node6)).toBe(true);
  210 |     expect(tree.isNodeRed(node4)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 207, 'column': 4, 'index': 6608}","  205 |     expect(tree.root.height).toBe(2);
  206 |
> 207 |     expect(tree.isNodeBlack(node1)).toBe(true);
      |    ^ Duplicate Assert
  208 |     expect(tree.isNodeBlack(node2)).toBe(true);
  209 |     expect(tree.isNodeBlack(node6)).toBe(true);
  210 |     expect(tree.isNodeRed(node4)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 208, 'column': 4, 'index': 6656}","  206 |
  207 |     expect(tree.isNodeBlack(node1)).toBe(true);
> 208 |     expect(tree.isNodeBlack(node2)).toBe(true);
      |    ^ Duplicate Assert
  209 |     expect(tree.isNodeBlack(node6)).toBe(true);
  210 |     expect(tree.isNodeRed(node4)).toBe(true);
  211 |     expect(tree.isNodeRed(node5)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 208, 'column': 4, 'index': 6656}","  206 |
  207 |     expect(tree.isNodeBlack(node1)).toBe(true);
> 208 |     expect(tree.isNodeBlack(node2)).toBe(true);
      |    ^ Duplicate Assert
  209 |     expect(tree.isNodeBlack(node6)).toBe(true);
  210 |     expect(tree.isNodeRed(node4)).toBe(true);
  211 |     expect(tree.isNodeRed(node5)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 210, 'column': 4, 'index': 6752}","  208 |     expect(tree.isNodeBlack(node2)).toBe(true);
  209 |     expect(tree.isNodeBlack(node6)).toBe(true);
> 210 |     expect(tree.isNodeRed(node4)).toBe(true);
      |    ^ Duplicate Assert
  211 |     expect(tree.isNodeRed(node5)).toBe(true);
  212 |     expect(tree.isNodeRed(node3)).toBe(true);
  213 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 210, 'column': 4, 'index': 6752}","  208 |     expect(tree.isNodeBlack(node2)).toBe(true);
  209 |     expect(tree.isNodeBlack(node6)).toBe(true);
> 210 |     expect(tree.isNodeRed(node4)).toBe(true);
      |    ^ Duplicate Assert
  211 |     expect(tree.isNodeRed(node5)).toBe(true);
  212 |     expect(tree.isNodeRed(node3)).toBe(true);
  213 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 211, 'column': 4, 'index': 6798}","  209 |     expect(tree.isNodeBlack(node6)).toBe(true);
  210 |     expect(tree.isNodeRed(node4)).toBe(true);
> 211 |     expect(tree.isNodeRed(node5)).toBe(true);
      |    ^ Duplicate Assert
  212 |     expect(tree.isNodeRed(node3)).toBe(true);
  213 |   });
  214 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 211, 'column': 4, 'index': 6798}","  209 |     expect(tree.isNodeBlack(node6)).toBe(true);
  210 |     expect(tree.isNodeRed(node4)).toBe(true);
> 211 |     expect(tree.isNodeRed(node5)).toBe(true);
      |    ^ Duplicate Assert
  212 |     expect(tree.isNodeRed(node3)).toBe(true);
  213 |   });
  214 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 228, 'column': 4, 'index': 7322}","  226 |     const node9 = tree.insert(9);
  227 |
> 228 |     expect(tree.toString()).toBe('-20,-10,1,6,9,10,15,20,30');
      |    ^ Duplicate Assert
  229 |     expect(tree.root.height).toBe(3);
  230 |
  231 |     expect(tree.isNodeBlack(node1)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 229, 'column': 4, 'index': 7385}","  227 |
  228 |     expect(tree.toString()).toBe('-20,-10,1,6,9,10,15,20,30');
> 229 |     expect(tree.root.height).toBe(3);
      |    ^ Duplicate Assert
  230 |
  231 |     expect(tree.isNodeBlack(node1)).toBe(true);
  232 |     expect(tree.isNodeRed(node2)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 229, 'column': 4, 'index': 7385}","  227 |
  228 |     expect(tree.toString()).toBe('-20,-10,1,6,9,10,15,20,30');
> 229 |     expect(tree.root.height).toBe(3);
      |    ^ Duplicate Assert
  230 |
  231 |     expect(tree.isNodeBlack(node1)).toBe(true);
  232 |     expect(tree.isNodeRed(node2)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 243, 'column': 4, 'index': 7868}","  241 |     tree.insert(4);
  242 |
> 243 |     expect(tree.toString()).toBe('-20,-10,1,4,6,9,10,15,20,30');
      |    ^ Duplicate Assert
  244 |     expect(tree.root.height).toBe(3);
  245 |   });
  246 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 244, 'column': 4, 'index': 7933}","  242 |
  243 |     expect(tree.toString()).toBe('-20,-10,1,4,6,9,10,15,20,30');
> 244 |     expect(tree.root.height).toBe(3);
      |    ^ Duplicate Assert
  245 |   });
  246 |
  247 |   it('should do right-left rotation', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 244, 'column': 4, 'index': 7933}","  242 |
  243 |     expect(tree.toString()).toBe('-20,-10,1,4,6,9,10,15,20,30');
> 244 |     expect(tree.root.height).toBe(3);
      |    ^ Duplicate Assert
  245 |   });
  246 |
  247 |   it('should do right-left rotation', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 257, 'column': 4, 'index': 8274}","  255 |     const node6 = tree.insert(30);
  256 |
> 257 |     expect(tree.toString()).toBe('-20,-10,6,10,20,30');
      |    ^ Duplicate Assert
  258 |     expect(tree.root.height).toBe(2);
  259 |
  260 |     expect(tree.isNodeBlack(node1)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 258, 'column': 4, 'index': 8330}","  256 |
  257 |     expect(tree.toString()).toBe('-20,-10,6,10,20,30');
> 258 |     expect(tree.root.height).toBe(2);
      |    ^ Duplicate Assert
  259 |
  260 |     expect(tree.isNodeBlack(node1)).toBe(true);
  261 |     expect(tree.isNodeBlack(node2)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 258, 'column': 4, 'index': 8330}","  256 |
  257 |     expect(tree.toString()).toBe('-20,-10,6,10,20,30');
> 258 |     expect(tree.root.height).toBe(2);
      |    ^ Duplicate Assert
  259 |
  260 |     expect(tree.isNodeBlack(node1)).toBe(true);
  261 |     expect(tree.isNodeBlack(node2)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 260, 'column': 4, 'index': 8369}","  258 |     expect(tree.root.height).toBe(2);
  259 |
> 260 |     expect(tree.isNodeBlack(node1)).toBe(true);
      |    ^ Duplicate Assert
  261 |     expect(tree.isNodeBlack(node2)).toBe(true);
  262 |     expect(tree.isNodeBlack(node3)).toBe(true);
  263 |     expect(tree.isNodeRed(node4)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 260, 'column': 4, 'index': 8369}","  258 |     expect(tree.root.height).toBe(2);
  259 |
> 260 |     expect(tree.isNodeBlack(node1)).toBe(true);
      |    ^ Duplicate Assert
  261 |     expect(tree.isNodeBlack(node2)).toBe(true);
  262 |     expect(tree.isNodeBlack(node3)).toBe(true);
  263 |     expect(tree.isNodeRed(node4)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 261, 'column': 4, 'index': 8417}","  259 |
  260 |     expect(tree.isNodeBlack(node1)).toBe(true);
> 261 |     expect(tree.isNodeBlack(node2)).toBe(true);
      |    ^ Duplicate Assert
  262 |     expect(tree.isNodeBlack(node3)).toBe(true);
  263 |     expect(tree.isNodeRed(node4)).toBe(true);
  264 |     expect(tree.isNodeRed(node5)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 261, 'column': 4, 'index': 8417}","  259 |
  260 |     expect(tree.isNodeBlack(node1)).toBe(true);
> 261 |     expect(tree.isNodeBlack(node2)).toBe(true);
      |    ^ Duplicate Assert
  262 |     expect(tree.isNodeBlack(node3)).toBe(true);
  263 |     expect(tree.isNodeRed(node4)).toBe(true);
  264 |     expect(tree.isNodeRed(node5)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 263, 'column': 4, 'index': 8513}","  261 |     expect(tree.isNodeBlack(node2)).toBe(true);
  262 |     expect(tree.isNodeBlack(node3)).toBe(true);
> 263 |     expect(tree.isNodeRed(node4)).toBe(true);
      |    ^ Duplicate Assert
  264 |     expect(tree.isNodeRed(node5)).toBe(true);
  265 |     expect(tree.isNodeRed(node6)).toBe(true);
  266 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 263, 'column': 4, 'index': 8513}","  261 |     expect(tree.isNodeBlack(node2)).toBe(true);
  262 |     expect(tree.isNodeBlack(node3)).toBe(true);
> 263 |     expect(tree.isNodeRed(node4)).toBe(true);
      |    ^ Duplicate Assert
  264 |     expect(tree.isNodeRed(node5)).toBe(true);
  265 |     expect(tree.isNodeRed(node6)).toBe(true);
  266 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 264, 'column': 4, 'index': 8559}","  262 |     expect(tree.isNodeBlack(node3)).toBe(true);
  263 |     expect(tree.isNodeRed(node4)).toBe(true);
> 264 |     expect(tree.isNodeRed(node5)).toBe(true);
      |    ^ Duplicate Assert
  265 |     expect(tree.isNodeRed(node6)).toBe(true);
  266 |
  267 |     const node7 = tree.insert(25);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 264, 'column': 4, 'index': 8559}","  262 |     expect(tree.isNodeBlack(node3)).toBe(true);
  263 |     expect(tree.isNodeRed(node4)).toBe(true);
> 264 |     expect(tree.isNodeRed(node5)).toBe(true);
      |    ^ Duplicate Assert
  265 |     expect(tree.isNodeRed(node6)).toBe(true);
  266 |
  267 |     const node7 = tree.insert(25);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 265, 'column': 4, 'index': 8605}","  263 |     expect(tree.isNodeRed(node4)).toBe(true);
  264 |     expect(tree.isNodeRed(node5)).toBe(true);
> 265 |     expect(tree.isNodeRed(node6)).toBe(true);
      |    ^ Duplicate Assert
  266 |
  267 |     const node7 = tree.insert(25);
  268 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 265, 'column': 4, 'index': 8605}","  263 |     expect(tree.isNodeRed(node4)).toBe(true);
  264 |     expect(tree.isNodeRed(node5)).toBe(true);
> 265 |     expect(tree.isNodeRed(node6)).toBe(true);
      |    ^ Duplicate Assert
  266 |
  267 |     const node7 = tree.insert(25);
  268 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 277, 'column': 4, 'index': 8965}","  275 |     expect(rightRightNode.value).toBe(node6.value);
  276 |
> 277 |     expect(tree.toString()).toBe('-20,-10,6,10,20,25,30');
      |    ^ Duplicate Assert
  278 |     expect(tree.root.height).toBe(2);
  279 |
  280 |     expect(tree.isNodeBlack(node1)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 278, 'column': 4, 'index': 9024}","  276 |
  277 |     expect(tree.toString()).toBe('-20,-10,6,10,20,25,30');
> 278 |     expect(tree.root.height).toBe(2);
      |    ^ Duplicate Assert
  279 |
  280 |     expect(tree.isNodeBlack(node1)).toBe(true);
  281 |     expect(tree.isNodeBlack(node2)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 278, 'column': 4, 'index': 9024}","  276 |
  277 |     expect(tree.toString()).toBe('-20,-10,6,10,20,25,30');
> 278 |     expect(tree.root.height).toBe(2);
      |    ^ Duplicate Assert
  279 |
  280 |     expect(tree.isNodeBlack(node1)).toBe(true);
  281 |     expect(tree.isNodeBlack(node2)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/tree/red-black-tree/__test__/RedBlackTree.test.js,Duplicate Assert,"{'line': 280, 'column': 4, 'index': 9063}","  278 |     expect(tree.root.height).toBe(2);
  279 |
> 280 |     expect(tree.isNodeBlack(node1)).toBe(true);
